Fecha,Tarde/Noche,Centena,Fijo,1er Corrido,2do Corrido
31/12/2012,T,9,12,11,95
31/12/2012,N,5,93,79,60
01/01/2013,T,2,23,84,7
01/01/2013,N,3,67,49,14
02/01/2013,T,8,27,4,86
02/01/2013,N,3,91,78,2
03/01/2013,T,6,45,23,56
03/01/2013,N,8,71,40,62
04/01/2013,T,1,39,32,80
04/01/2013,N,3,86,35,62
05/01/2013,T,1,46,24,63
05/01/2013,N,2,29,82,30
06/01/2013,T,8,72,55,62
06/01/2013,N,4,23,77,54
07/01/2013,T,1,46,69,85
07/01/2013,N,1,17,71,80
08/01/2013,T,4,85,91,8
08/01/2013,N,9,10,82,11
09/01/2013,T,1,28,74,50
09/01/2013,N,7,5,26,84
10/01/2013,T,1,58,96,89
10/01/2013,N,8,94,51,26
11/01/2013,T,6,26,64,4
11/01/2013,N,1,64,36,34
12/01/2013,T,1,88,41,36
12/01/2013,N,7,29,98,69
13/01/2013,T,3,6,1,32
13/01/2013,N,1,52,17,74
14/01/2013,T,0,54,36,61
14/01/2013,N,1,73,30,99
15/01/2013,T,9,63,55,23
15/01/2013,N,5,35,86,80
16/01/2013,T,1,28,93,91
16/01/2013,N,0,30,32,34
17/01/2013,T,4,44,83,53
17/01/2013,N,6,72,28,39
18/01/2013,T,8,49,10,86
18/01/2013,N,3,17,68,16
19/01/2013,T,6,14,93,76
19/01/2013,N,6,90,41,88
20/01/2013,T,4,41,60,2
20/01/2013,N,2,59,30,82
21/01/2013,T,0,19,97,93
21/01/2013,N,5,37,87,95
22/01/2013,T,0,87,49,86
22/01/2013,N,4,75,35,61
23/01/2013,T,2,85,87,55
23/01/2013,N,8,29,60,29
24/01/2013,T,6,16,1,71
24/01/2013,N,8,30,45,77
25/01/2013,T,7,99,93,98
25/01/2013,N,7,21,40,90
26/01/2013,T,1,25,8,35
26/01/2013,N,0,72,80,22
27/01/2013,T,0,49,28,96
27/01/2013,N,5,20,65,27
28/01/2013,T,0,78,39,19
28/01/2013,N,0,2,16,65
29/01/2013,T,8,49,48,57
29/01/2013,N,8,80,4,43
30/01/2013,T,4,81,82,13
30/01/2013,N,5,51,86,83
31/01/2013,T,2,46,3,77
31/01/2013,N,9,17,9,51
01/02/2013,T,4,6,6,50
01/02/2013,N,3,59,78,73
02/02/2013,T,3,41,46,8
02/02/2013,N,7,45,89,38
03/02/2013,T,9,57,83,4
03/02/2013,N,6,18,75,42
04/02/2013,T,3,18,93,68
04/02/2013,N,4,12,19,51
05/02/2013,T,3,75,53,67
05/02/2013,N,4,46,61,62
06/02/2013,T,0,25,63,38
06/02/2013,N,3,26,44,60
07/02/2013,T,9,36,26,72
07/02/2013,N,2,80,9,55
08/02/2013,T,8,43,58,41
08/02/2013,N,6,5,85,88
09/02/2013,T,7,73,14,86
09/02/2013,N,7,38,98,30
10/02/2013,T,3,92,36,35
10/02/2013,N,5,48,72,83
11/02/2013,T,7,82,54,35
11/02/2013,N,1,47,37,37
12/02/2013,T,0,28,17,82
12/02/2013,N,4,90,89,70
13/02/2013,T,7,84,16,95
13/02/2013,N,0,92,48,12
14/02/2013,T,5,11,24,99
14/02/2013,N,1,13,73,29
15/02/2013,T,3,40,46,47
15/02/2013,N,3,95,15,98
16/02/2013,T,1,97,58,18
16/02/2013,N,4,20,95,74
17/02/2013,T,7,67,82,47
17/02/2013,N,1,65,16,88
18/02/2013,T,4,61,86,39
18/02/2013,N,4,5,86,84
19/02/2013,T,2,79,29,9
19/02/2013,N,7,16,7,48
20/02/2013,T,3,74,55,87
20/02/2013,N,2,13,43,6
21/02/2013,T,8,66,21,27
21/02/2013,N,2,82,24,31
22/02/2013,T,6,99,85,13
22/02/2013,N,1,95,42,90
23/02/2013,T,3,16,81,82
23/02/2013,N,4,36,48,74
24/02/2013,T,1,20,53,59
24/02/2013,N,3,19,69,62
25/02/2013,T,4,42,58,77
25/02/2013,N,6,10,15,95
26/02/2013,T,5,23,18,9
26/02/2013,N,1,47,27,62
27/02/2013,T,4,0,53,8
27/02/2013,N,8,95,98,52
28/02/2013,T,8,3,61,52
28/02/2013,N,7,91,70,59
01/03/2013,T,2,4,18,69
01/03/2013,N,8,10,36,50
02/03/2013,T,8,9,41,84
02/03/2013,N,5,10,90,4
03/03/2013,T,4,15,50,11
03/03/2013,N,4,37,24,33
04/03/2013,T,7,47,9,39
04/03/2013,N,4,31,19,51
05/03/2013,T,8,7,63,33
05/03/2013,N,1,95,19,96
06/03/2013,T,7,78,33,93
06/03/2013,N,8,25,66,80
07/03/2013,T,9,60,32,37
07/03/2013,N,4,95,66,26
08/03/2013,T,3,82,91,71
08/03/2013,N,9,80,2,0
09/03/2013,T,5,1,4,1
09/03/2013,N,1,54,60,77
10/03/2013,T,5,60,12,53
10/03/2013,N,8,69,73,41
11/03/2013,T,0,32,61,44
11/03/2013,N,8,38,82,98
12/03/2013,T,5,15,61,84
12/03/2013,N,8,31,33,38
13/03/2013,T,2,23,41,14
13/03/2013,N,7,89,29,22
14/03/2013,T,1,49,41,64
14/03/2013,N,4,74,71,76
15/03/2013,T,6,57,59,61
15/03/2013,N,1,47,82,47
16/03/2013,T,1,58,95,81
16/03/2013,N,4,46,80,34
17/03/2013,T,2,17,35,29
17/03/2013,N,3,26,6,15
18/03/2013,T,1,86,55,2
18/03/2013,N,5,4,7,84
19/03/2013,T,7,80,78,25
19/03/2013,N,9,83,37,35
20/03/2013,T,5,43,99,26
20/03/2013,N,0,84,96,43
21/03/2013,T,9,1,68,16
21/03/2013,N,4,44,3,9
22/03/2013,T,2,72,86,37
22/03/2013,N,7,11,5,95
23/03/2013,T,1,11,51,36
23/03/2013,N,3,5,76,54
24/03/2013,T,3,66,37,64
24/03/2013,N,6,57,33,68
25/03/2013,T,6,48,94,73
25/03/2013,N,8,26,97,93
26/03/2013,T,5,37,47,43
26/03/2013,N,2,32,85,90
27/03/2013,T,6,75,50,26
27/03/2013,N,0,47,79,33
28/03/2013,T,4,23,8,88
28/03/2013,N,6,35,6,43
29/03/2013,T,6,56,25,79
29/03/2013,N,0,24,99,37
30/03/2013,T,6,13,13,32
30/03/2013,N,5,3,79,33
31/03/2013,T,1,70,77,10
31/03/2013,N,1,18,46,15
01/04/2013,T,0,20,22,12
01/04/2013,N,5,72,72,45
02/04/2013,T,6,30,78,46
02/04/2013,N,0,35,39,7
03/04/2013,T,8,6,84,74
03/04/2013,N,9,59,10,11
04/04/2013,T,9,38,63,17
04/04/2013,N,6,34,3,82
05/04/2013,T,0,95,97,88
05/04/2013,N,7,17,74,28
06/04/2013,T,8,48,17,93
06/04/2013,N,1,14,85,58
07/04/2013,T,1,79,61,61
07/04/2013,N,5,84,5,63
08/04/2013,T,9,25,62,89
08/04/2013,N,4,62,42,23
09/04/2013,T,7,86,23,47
09/04/2013,N,3,42,34,71
10/04/2013,T,0,2,31,50
10/04/2013,N,4,41,98,29
11/04/2013,T,2,76,77,85
11/04/2013,N,1,51,65,25
12/04/2013,T,1,10,18,24
12/04/2013,N,5,51,0,28
13/04/2013,T,3,37,85,73
13/04/2013,N,4,19,59,91
14/04/2013,T,2,24,77,20
14/04/2013,N,9,27,45,60
15/04/2013,T,9,59,72,16
15/04/2013,N,8,60,1,57
16/04/2013,T,0,16,68,7
16/04/2013,N,1,45,19,45
17/04/2013,T,2,93,38,67
17/04/2013,N,0,99,89,66
18/04/2013,T,2,39,88,4
18/04/2013,N,1,36,41,93
19/04/2013,T,6,0,19,0
19/04/2013,N,7,27,67,98
20/04/2013,T,2,75,4,15
20/04/2013,N,1,19,72,61
21/04/2013,T,8,11,85,44
21/04/2013,N,1,63,97,40
22/04/2013,T,6,50,9,97
22/04/2013,N,0,36,52,37
23/04/2013,T,2,24,0,0
23/04/2013,N,8,71,6,36
24/04/2013,T,0,35,66,72
24/04/2013,N,7,81,66,38
25/04/2013,T,6,79,30,3
25/04/2013,N,4,79,66,13
26/04/2013,T,7,79,49,36
26/04/2013,N,6,17,24,96
27/04/2013,T,7,78,72,85
27/04/2013,N,0,51,46,50
28/04/2013,T,8,20,25,13
28/04/2013,N,8,30,49,17
29/04/2013,T,9,66,94,37
29/04/2013,N,4,38,39,66
30/04/2013,T,4,16,79,31
30/04/2013,N,3,5,49,63
01/05/2013,T,8,29,56,43
01/05/2013,N,7,75,65,27
02/05/2013,T,7,54,63,10
02/05/2013,N,6,95,44,36
03/05/2013,T,9,59,9,18
03/05/2013,N,4,63,32,71
04/05/2013,T,9,35,94,31
04/05/2013,N,8,11,67,15
05/05/2013,T,5,73,24,68
05/05/2013,N,2,11,86,41
06/05/2013,T,4,42,91,67
06/05/2013,N,1,76,82,79
07/05/2013,T,6,37,41,3
07/05/2013,N,0,2,71,45
08/05/2013,T,9,9,85,66
08/05/2013,N,3,37,85,72
09/05/2013,T,5,57,18,59
09/05/2013,N,2,16,39,27
10/05/2013,T,3,67,19,65
10/05/2013,N,9,57,26,48
11/05/2013,T,8,50,34,90
11/05/2013,N,1,65,38,80
12/05/2013,T,3,95,79,7
12/05/2013,N,1,68,30,61
13/05/2013,T,8,9,28,46
13/05/2013,N,4,89,71,55
14/05/2013,T,8,58,84,64
14/05/2013,N,3,66,8,47
15/05/2013,T,4,85,40,81
15/05/2013,N,7,34,79,25
16/05/2013,T,2,39,33,55
16/05/2013,N,7,71,7,63
17/05/2013,T,1,11,74,71
17/05/2013,N,9,14,5,0
18/05/2013,T,9,24,16,75
18/05/2013,N,8,69,14,56
19/05/2013,T,3,76,37,78
19/05/2013,N,9,15,81,90
20/05/2013,T,6,9,65,90
20/05/2013,N,7,97,97,63
21/05/2013,T,9,18,70,86
21/05/2013,N,0,44,37,71
22/05/2013,T,8,6,46,58
22/05/2013,N,4,88,98,56
23/05/2013,T,5,89,79,4
23/05/2013,N,1,85,66,46
24/05/2013,T,3,31,3,63
24/05/2013,N,6,41,56,75
25/05/2013,T,9,51,12,33
25/05/2013,N,9,96,90,57
26/05/2013,T,1,29,70,18
26/05/2013,N,1,94,22,77
27/05/2013,T,3,99,69,52
27/05/2013,N,8,91,58,99
28/05/2013,T,3,42,22,79
28/05/2013,N,0,73,63,90
29/05/2013,T,7,21,12,14
29/05/2013,N,7,36,35,44
30/05/2013,T,3,28,9,25
30/05/2013,N,0,18,79,88
31/05/2013,T,8,38,49,83
31/05/2013,N,1,96,89,33
01/06/2013,T,4,6,92,49
01/06/2013,N,2,6,3,52
02/06/2013,T,4,59,76,64
02/06/2013,N,9,16,84,3
03/06/2013,T,9,49,90,5
03/06/2013,N,3,99,46,43
04/06/2013,T,4,32,73,15
04/06/2013,N,6,37,2,26
05/06/2013,T,1,44,62,14
05/06/2013,N,8,22,53,68
06/06/2013,T,2,13,78,25
06/06/2013,N,5,69,84,76
07/06/2013,T,3,25,21,0
07/06/2013,N,6,80,79,4
08/06/2013,T,7,78,83,61
08/06/2013,N,5,26,42,50
09/06/2013,T,3,87,66,41
09/06/2013,N,1,87,77,35
10/06/2013,T,1,11,52,93
10/06/2013,N,7,47,69,51
11/06/2013,T,0,71,33,81
11/06/2013,N,0,78,26,77
12/06/2013,T,8,80,60,84
12/06/2013,N,4,17,45,21
13/06/2013,T,7,96,26,43
13/06/2013,N,9,50,71,15
14/06/2013,T,0,67,57,28
14/06/2013,N,2,37,14,6
15/06/2013,T,1,91,96,22
15/06/2013,N,8,17,42,82
16/06/2013,T,9,64,81,23
16/06/2013,N,7,62,24,37
17/06/2013,T,7,99,6,53
17/06/2013,N,5,23,81,76
18/06/2013,T,2,11,56,98
18/06/2013,N,0,83,54,50
19/06/2013,T,2,78,38,89
19/06/2013,N,8,75,3,42
20/06/2013,T,2,65,75,6
20/06/2013,N,2,76,15,80
21/06/2013,T,5,11,17,10
21/06/2013,N,8,25,98,57
22/06/2013,T,3,2,89,66
22/06/2013,N,2,62,68,45
23/06/2013,T,0,32,32,5
23/06/2013,N,4,37,70,22
24/06/2013,T,6,43,21,79
24/06/2013,N,5,29,28,74
25/06/2013,T,3,46,68,90
25/06/2013,N,6,28,20,49
26/06/2013,T,0,6,70,40
26/06/2013,N,6,1,44,90
27/06/2013,T,1,58,17,50
27/06/2013,N,9,93,7,78
28/06/2013,T,4,21,47,89
28/06/2013,N,0,36,35,6
29/06/2013,T,3,27,69,45
29/06/2013,N,6,9,59,8
30/06/2013,T,9,48,3,85
30/06/2013,N,6,45,27,34
01/07/2013,T,4,81,62,86
01/07/2013,N,4,35,52,94
02/07/2013,T,6,84,96,58
02/07/2013,N,8,48,76,40
03/07/2013,T,7,12,14,72
03/07/2013,N,7,9,11,74
04/07/2013,T,9,46,94,1
04/07/2013,N,5,11,33,94
05/07/2013,T,7,18,29,97
05/07/2013,N,4,39,28,1
06/07/2013,T,4,77,79,26
06/07/2013,N,5,61,48,8
07/07/2013,T,5,29,97,94
07/07/2013,N,1,46,89,70
08/07/2013,T,9,71,24,0
08/07/2013,N,1,17,74,54
09/07/2013,T,4,53,33,51
09/07/2013,N,2,30,54,87
10/07/2013,T,5,67,13,57
10/07/2013,N,3,17,99,41
11/07/2013,T,5,89,52,99
11/07/2013,N,0,33,44,91
12/07/2013,T,9,78,42,74
12/07/2013,N,1,37,94,26
13/07/2013,T,8,93,85,44
13/07/2013,N,7,21,68,16
14/07/2013,T,7,35,40,54
14/07/2013,N,3,11,40,18
15/07/2013,T,4,19,77,29
15/07/2013,N,1,6,42,10
16/07/2013,T,6,78,58,58
16/07/2013,N,4,93,10,87
17/07/2013,T,0,14,99,15
17/07/2013,N,2,1,84,7
18/07/2013,T,8,50,73,38
18/07/2013,N,3,63,3,80
19/07/2013,T,2,71,33,78
19/07/2013,N,5,37,87,80
20/07/2013,T,8,39,73,37
20/07/2013,N,7,84,83,58
21/07/2013,T,5,34,78,46
21/07/2013,N,6,98,7,92
22/07/2013,T,0,89,67,40
22/07/2013,N,2,36,46,70
23/07/2013,T,3,12,51,8
23/07/2013,N,3,11,13,19
24/07/2013,T,5,13,31,87
24/07/2013,N,1,30,19,85
25/07/2013,T,6,32,72,31
25/07/2013,N,9,94,6,83
26/07/2013,T,3,50,24,72
26/07/2013,N,8,43,15,35
27/07/2013,T,9,78,38,62
27/07/2013,N,4,97,93,52
28/07/2013,T,6,92,53,91
28/07/2013,N,0,95,8,64
29/07/2013,T,1,44,73,47
29/07/2013,N,2,66,21,92
30/07/2013,T,0,38,52,84
30/07/2013,N,9,0,44,84
31/07/2013,T,2,98,35,11
31/07/2013,N,9,35,32,59
01/08/2013,T,8,18,17,97
01/08/2013,N,7,61,57,73
02/08/2013,T,3,63,14,56
02/08/2013,N,0,6,48,60
03/08/2013,T,4,68,68,86
03/08/2013,N,5,8,38,93
04/08/2013,T,1,31,24,55
04/08/2013,N,5,2,54,61
05/08/2013,T,7,11,15,80
05/08/2013,N,2,14,95,29
06/08/2013,T,1,4,35,68
06/08/2013,N,7,20,97,65
07/08/2013,T,5,78,75,94
07/08/2013,N,4,83,99,36
08/08/2013,T,7,74,59,18
08/08/2013,N,5,28,20,27
09/08/2013,T,3,9,10,95
09/08/2013,N,1,21,92,83
10/08/2013,T,7,7,17,24
10/08/2013,N,3,8,89,67
11/08/2013,T,0,11,70,68
11/08/2013,N,7,47,64,40
12/08/2013,T,2,5,33,3
12/08/2013,N,3,90,61,56
13/08/2013,T,1,74,95,88
13/08/2013,N,6,51,90,1
14/08/2013,T,6,2,81,94
14/08/2013,N,0,89,87,50
15/08/2013,T,5,80,47,67
15/08/2013,N,2,92,71,31
16/08/2013,T,9,37,12,27
16/08/2013,N,1,92,96,96
17/08/2013,T,1,65,53,25
17/08/2013,N,4,13,57,8
18/08/2013,T,0,8,73,34
18/08/2013,N,6,57,73,40
19/08/2013,T,6,45,71,17
19/08/2013,N,2,40,40,94
20/08/2013,T,1,48,72,38
20/08/2013,N,4,96,53,42
21/08/2013,T,9,40,99,31
21/08/2013,N,7,18,34,2
22/08/2013,T,8,18,19,78
22/08/2013,N,0,88,82,8
23/08/2013,T,6,21,32,33
23/08/2013,N,0,83,73,52
24/08/2013,T,6,1,68,89
24/08/2013,N,0,33,1,93
25/08/2013,T,0,72,27,87
25/08/2013,N,3,77,0,83
26/08/2013,T,1,5,14,81
26/08/2013,N,0,96,99,42
27/08/2013,T,7,91,13,84
27/08/2013,N,7,46,68,17
28/08/2013,T,9,28,59,34
28/08/2013,N,8,96,95,62
29/08/2013,T,6,57,2,42
29/08/2013,N,5,43,0,99
30/08/2013,T,1,69,26,23
30/08/2013,N,8,47,51,42
31/08/2013,T,3,70,58,90
31/08/2013,N,4,54,76,51
01/09/2013,T,7,77,33,58
01/09/2013,N,1,82,70,3
02/09/2013,T,9,34,35,72
02/09/2013,N,2,99,0,69
03/09/2013,T,3,48,88,72
03/09/2013,N,7,31,67,88
04/09/2013,T,7,15,28,23
04/09/2013,N,6,49,57,39
05/09/2013,T,3,5,23,59
05/09/2013,N,3,10,21,97
06/09/2013,T,2,91,17,86
06/09/2013,N,7,5,11,94
07/09/2013,T,8,66,45,20
07/09/2013,N,7,17,50,8
08/09/2013,T,9,79,15,97
08/09/2013,N,3,87,45,9
09/09/2013,T,4,82,73,70
09/09/2013,N,2,19,71,11
10/09/2013,T,4,50,73,30
10/09/2013,N,2,78,83,45
11/09/2013,T,9,10,16,26
11/09/2013,N,5,56,51,65
12/09/2013,T,4,4,15,87
12/09/2013,N,9,83,59,66
13/09/2013,T,2,36,89,78
13/09/2013,N,3,12,82,90
14/09/2013,T,6,31,74,66
14/09/2013,N,3,80,86,95
15/09/2013,T,4,94,53,28
15/09/2013,N,6,83,56,35
16/09/2013,T,5,67,59,0
16/09/2013,N,1,72,74,65
17/09/2013,T,8,87,62,97
17/09/2013,N,8,83,18,54
18/09/2013,T,0,73,12,18
18/09/2013,N,7,88,12,52
19/09/2013,T,9,56,12,42
19/09/2013,N,7,60,7,51
20/09/2013,T,3,65,30,22
20/09/2013,N,0,30,15,96
21/09/2013,T,8,80,19,43
21/09/2013,N,9,16,25,34
22/09/2013,T,2,96,30,97
22/09/2013,N,6,96,20,55
23/09/2013,T,0,13,21,43
23/09/2013,N,5,71,97,92
24/09/2013,T,0,85,71,80
24/09/2013,N,4,78,50,13
25/09/2013,T,0,39,34,0
25/09/2013,N,5,82,58,5
26/09/2013,T,5,37,66,42
26/09/2013,N,7,22,50,2
27/09/2013,T,4,32,48,39
27/09/2013,N,5,45,71,78
28/09/2013,T,1,49,36,44
28/09/2013,N,4,89,65,54
29/09/2013,T,5,58,41,56
29/09/2013,N,7,63,57,75
30/09/2013,T,4,65,25,62
30/09/2013,N,7,81,48,84
01/10/2013,T,4,32,78,12
01/10/2013,N,8,50,89,50
02/10/2013,T,3,75,81,13
02/10/2013,N,3,22,81,18
03/10/2013,T,4,79,77,69
03/10/2013,N,2,6,49,5
04/10/2013,T,7,76,12,20
04/10/2013,N,4,82,86,74
05/10/2013,T,7,39,55,40
05/10/2013,N,9,64,93,73
06/10/2013,T,2,32,18,78
06/10/2013,N,9,43,7,24
07/10/2013,T,8,54,79,20
07/10/2013,N,9,44,94,57
08/10/2013,T,1,76,2,90
08/10/2013,N,9,94,64,76
09/10/2013,T,0,63,46,41
09/10/2013,N,7,7,70,54
10/10/2013,T,2,76,32,25
10/10/2013,N,9,73,13,90
11/10/2013,T,4,93,6,89
11/10/2013,N,7,83,37,58
12/10/2013,T,8,3,64,24
12/10/2013,N,7,74,29,91
13/10/2013,T,5,32,75,95
13/10/2013,N,6,58,49,87
14/10/2013,T,9,28,90,72
14/10/2013,N,7,25,90,36
15/10/2013,T,2,17,19,24
15/10/2013,N,4,49,61,92
16/10/2013,T,2,98,83,96
16/10/2013,N,6,65,27,58
17/10/2013,T,6,40,42,76
17/10/2013,N,8,18,3,36
18/10/2013,T,9,44,98,71
18/10/2013,N,1,78,68,89
19/10/2013,T,8,9,86,71
19/10/2013,N,5,5,86,14
20/10/2013,T,4,48,10,66
20/10/2013,N,7,99,58,95
21/10/2013,T,1,69,33,22
21/10/2013,N,0,76,37,56
22/10/2013,T,0,37,72,26
22/10/2013,N,5,71,61,64
23/10/2013,T,1,45,84,52
23/10/2013,N,5,83,44,33
24/10/2013,T,5,73,86,39
24/10/2013,N,2,15,58,56
25/10/2013,T,4,97,78,85
25/10/2013,N,1,74,48,72
26/10/2013,T,1,25,79,11
26/10/2013,N,6,63,57,7
27/10/2013,T,3,38,43,20
27/10/2013,N,0,54,9,77
28/10/2013,T,5,96,37,2
28/10/2013,N,5,22,81,28
29/10/2013,T,1,79,43,5
29/10/2013,N,3,85,57,77
30/10/2013,T,2,80,22,85
30/10/2013,N,8,2,76,31
31/10/2013,T,9,40,37,29
31/10/2013,N,2,55,77,82
01/11/2013,T,1,33,15,34
01/11/2013,N,8,69,1,0
02/11/2013,T,7,77,28,30
02/11/2013,N,9,47,87,51
03/11/2013,T,5,32,77,96
03/11/2013,N,2,12,80,96
04/11/2013,T,2,67,24,66
04/11/2013,N,4,76,12,22
05/11/2013,T,0,2,99,52
05/11/2013,N,3,69,57,95
06/11/2013,T,6,41,36,72
06/11/2013,N,9,73,73,13
07/11/2013,T,6,65,60,29
07/11/2013,N,3,98,42,34
08/11/2013,T,5,39,86,22
08/11/2013,N,9,49,20,53
09/11/2013,T,0,72,45,71
09/11/2013,N,2,30,85,49
10/11/2013,T,2,25,46,95
10/11/2013,N,0,27,95,58
11/11/2013,T,6,34,10,4
11/11/2013,N,4,89,0,75
12/11/2013,T,1,88,71,37
12/11/2013,N,3,66,22,47
13/11/2013,T,7,48,25,20
13/11/2013,N,1,5,85,77
14/11/2013,T,2,16,91,64
14/11/2013,N,9,39,1,64
15/11/2013,T,6,52,31,14
15/11/2013,N,3,95,36,93
16/11/2013,T,6,1,85,46
16/11/2013,N,1,86,62,17
17/11/2013,T,7,40,12,2
17/11/2013,N,5,55,79,65
18/11/2013,T,8,85,92,40
18/11/2013,N,0,23,66,19
19/11/2013,T,7,96,30,8
19/11/2013,N,0,42,29,43
20/11/2013,T,2,94,46,25
20/11/2013,N,3,36,86,48
21/11/2013,T,8,36,92,68
21/11/2013,N,1,73,52,96
22/11/2013,T,8,66,8,51
22/11/2013,N,4,52,48,28
23/11/2013,T,8,63,88,63
23/11/2013,N,1,75,34,3
24/11/2013,T,9,12,16,61
24/11/2013,N,4,47,43,82
25/11/2013,T,3,74,74,4
25/11/2013,N,8,20,26,95
26/11/2013,T,5,22,37,23
26/11/2013,N,2,75,51,88
27/11/2013,T,0,23,71,61
27/11/2013,N,2,36,84,76
28/11/2013,T,6,4,17,84
28/11/2013,N,8,36,89,13
29/11/2013,T,1,1,43,75
29/11/2013,N,3,60,99,9
30/11/2013,T,8,2,10,98
30/11/2013,N,6,93,6,55
01/12/2013,T,0,6,15,0
01/12/2013,N,8,33,67,3
02/12/2013,T,3,64,76,51
02/12/2013,N,7,66,43,97
03/12/2013,T,7,39,35,65
03/12/2013,N,5,57,57,72
04/12/2013,T,6,34,26,95
04/12/2013,N,3,12,36,32
05/12/2013,T,7,11,63,44
05/12/2013,N,0,84,95,21
06/12/2013,T,2,43,74,74
06/12/2013,N,6,46,1,39
07/12/2013,T,9,62,33,96
07/12/2013,N,1,94,78,66
08/12/2013,T,6,15,35,6
08/12/2013,N,1,70,42,31
09/12/2013,T,1,63,79,91
09/12/2013,N,4,37,24,9
10/12/2013,T,0,95,2,81
10/12/2013,N,3,40,42,76
11/12/2013,T,3,67,21,3
11/12/2013,N,5,63,64,32
12/12/2013,T,0,78,85,62
12/12/2013,N,4,52,34,19
13/12/2013,T,8,68,21,95
13/12/2013,N,2,57,18,82
14/12/2013,T,9,45,6,84
14/12/2013,N,6,46,24,12
15/12/2013,T,1,64,51,15
15/12/2013,N,3,8,94,88
16/12/2013,T,3,70,62,16
16/12/2013,N,0,79,20,39
17/12/2013,T,6,85,70,4
17/12/2013,N,3,68,65,92
18/12/2013,T,1,77,1,55
18/12/2013,N,2,37,98,89
19/12/2013,T,3,22,49,80
19/12/2013,N,2,41,88,77
20/12/2013,T,0,17,85,62
20/12/2013,N,3,21,16,14
21/12/2013,T,3,51,76,28
21/12/2013,N,2,92,52,28
22/12/2013,T,3,66,92,97
22/12/2013,N,5,47,76,1
23/12/2013,T,6,84,80,98
23/12/2013,N,0,66,60,22
24/12/2013,T,2,8,73,93
24/12/2013,N,5,22,69,22
25/12/2013,T,3,25,20,45
25/12/2013,N,6,38,69,56
26/12/2013,T,3,79,9,33
26/12/2013,N,1,53,93,59
27/12/2013,T,2,86,54,55
27/12/2013,N,0,93,39,22
28/12/2013,T,4,43,49,59
28/12/2013,N,6,24,28,94
29/12/2013,T,3,59,37,40
29/12/2013,N,6,60,12,61
30/12/2013,T,6,88,49,12
30/12/2013,N,0,25,77,86
31/12/2013,T,1,45,85,24
31/12/2013,N,7,54,19,57
01/01/2014,T,9,13,99,65
01/01/2014,N,7,92,0,30
02/01/2014,T,2,28,45,37
02/01/2014,N,8,3,12,14
03/01/2014,T,3,83,82,66
03/01/2014,N,2,91,97,53
04/01/2014,T,2,24,83,12
04/01/2014,N,6,18,10,19
05/01/2014,T,8,12,54,51
05/01/2014,N,5,8,84,91
06/01/2014,T,6,84,84,95
06/01/2014,N,4,49,11,60
07/01/2014,T,3,94,87,60
07/01/2014,N,2,28,16,38
08/01/2014,T,9,62,18,19
08/01/2014,N,1,3,65,73
09/01/2014,T,7,37,17,28
09/01/2014,N,6,55,89,71
10/01/2014,T,1,53,88,46
10/01/2014,N,0,41,36,31
11/01/2014,T,1,68,74,18
11/01/2014,N,6,28,20,75
12/01/2014,T,3,91,91,46
12/01/2014,N,0,90,77,0
13/01/2014,T,4,29,92,68
13/01/2014,N,5,69,50,20
14/01/2014,T,0,72,57,15
14/01/2014,N,3,4,43,34
15/01/2014,T,6,21,18,33
15/01/2014,N,3,95,77,79
16/01/2014,T,1,78,25,5
16/01/2014,N,5,91,23,42
17/01/2014,T,9,23,14,93
17/01/2014,N,2,67,42,45
18/01/2014,T,1,31,7,31
18/01/2014,N,3,27,34,69
19/01/2014,T,9,25,64,11
19/01/2014,N,7,23,76,89
20/01/2014,T,0,77,11,64
20/01/2014,N,1,34,39,72
21/01/2014,T,4,79,65,2
21/01/2014,N,0,64,70,81
22/01/2014,T,4,44,50,42
22/01/2014,N,0,61,46,3
23/01/2014,T,1,0,3,69
23/01/2014,N,7,45,54,60
24/01/2014,T,4,32,6,92
24/01/2014,N,2,24,73,10
25/01/2014,T,9,68,78,35
25/01/2014,N,6,81,91,7
26/01/2014,T,3,20,9,38
26/01/2014,N,9,15,56,44
27/01/2014,T,8,92,53,42
27/01/2014,N,7,43,46,36
28/01/2014,T,2,51,98,74
28/01/2014,N,3,34,24,67
29/01/2014,T,5,14,14,26
29/01/2014,N,8,30,22,37
30/01/2014,T,2,30,98,60
30/01/2014,N,6,5,76,8
31/01/2014,T,4,96,99,55
31/01/2014,N,5,59,25,78
01/02/2014,T,6,50,91,18
01/02/2014,N,7,29,99,31
02/02/2014,,7,42,97,58
02/02/2014,N,1,73,0,21
03/02/2014,T,6,33,68,45
03/02/2014,N,4,9,91,64
04/02/2014,T,1,94,65,74
04/02/2014,N,6,38,44,81
05/02/2014,T,9,82,4,3
05/02/2014,N,8,45,25,24
06/02/2014,T,4,41,56,20
06/02/2014,N,9,10,31,42
07/02/2014,T,1,7,89,41
07/02/2014,N,6,4,85,65
08/02/2014,T,3,77,47,39
08/02/2014,N,6,74,54,52
09/02/2014,T,1,85,23,45
09/02/2014,N,5,86,78,89
10/02/2014,T,9,27,90,41
10/02/2014,N,6,68,22,1
11/02/2014,T,7,70,87,76
11/02/2014,N,5,42,14,55
12/02/2014,T,0,74,57,12
12/02/2014,N,7,38,91,5
13/02/2014,T,9,78,7,88
13/02/2014,N,1,72,76,53
14/02/2014,T,9,66,54,36
